trial_id,random_order,experiment_list,dataset_number,dataset_slug,dataset_label,stimulus_set,condition_id,condition_name,cohesion,transitivity,condition_trigger,item_trigger,n_images,img1,img1_role,img2,img2_role,img3,img3_role,img4,img4_role,between_image,audio_probe,between_audio,between_audio_lock_sec,source_dataset_folder
d001_set1_it_coh_list1,1,1,1,001_cough_throw_bones,cough_throw_bones,1,it_coh,intransitive_cohesive,cohesive,intransitive,3,1,4,JpegStimuliFullRes/1_cough_throw bones/1/coh_1.jpg,coh_1,JpegStimuliFullRes/1_cough_throw bones/1/coh_2.jpg,coh_2,JpegStimuliFullRes/1_cough_throw bones/1/it_target.jpg,it_target,JpegStimuliFullRes/1_cough_throw bones/1/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_011_img_7005.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set1_tr_ic_list1,2,1,1,001_cough_throw_bones,cough_throw_bones,1,tr_ic,transitive_incohesive,incohesive,transitive,2,1,3,JpegStimuliFullRes/1_cough_throw bones/1/ic_1.jpg,ic_1,JpegStimuliFullRes/1_cough_throw bones/1/tr_target.jpg,tr_target,JpegStimuliFullRes/1_cough_throw bones/1/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_012_img_6732.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set2_tr_coh_list1,3,1,1,001_cough_throw_bones,cough_throw_bones,2,tr_coh,transitive_cohesive,cohesive,transitive,1,2,3,JpegStimuliFullRes/1_cough_throw bones/2/coh_1.jpg,coh_1,JpegStimuliFullRes/1_cough_throw bones/2/coh_2.jpg,coh_2,JpegStimuliFullRes/1_cough_throw bones/2/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_013_img_6809.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set2_it_ic_list1,4,1,1,001_cough_throw_bones,cough_throw_bones,2,it_ic,intransitive_incohesive,incohesive,intransitive,4,2,3,JpegStimuliFullRes/1_cough_throw bones/2/ic_1.jpg,ic_1,JpegStimuliFullRes/1_cough_throw bones/2/it_target.jpg,it_target,JpegStimuliFullRes/1_cough_throw bones/2/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_014_img_7032.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set3_tr_coh_list1,5,1,1,001_cough_throw_bones,cough_throw_bones,3,tr_coh,transitive_cohesive,cohesive,transitive,1,3,3,JpegStimuliFullRes/1_cough_throw bones/3/coh_1.jpg,coh_1,JpegStimuliFullRes/1_cough_throw bones/3/coh_2.jpg,coh_2,JpegStimuliFullRes/1_cough_throw bones/3/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_015_img_6927.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set3_it_ic_list1,6,1,1,001_cough_throw_bones,cough_throw_bones,3,it_ic,intransitive_incohesive,incohesive,intransitive,4,3,3,JpegStimuliFullRes/1_cough_throw bones/3/ic_1.jpg,ic_1,JpegStimuliFullRes/1_cough_throw bones/3/it_target.jpg,it_target,JpegStimuliFullRes/1_cough_throw bones/3/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_016_img_7116.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set4_it_coh_list1,7,1,1,001_cough_throw_bones,cough_throw_bones,4,it_coh,intransitive_cohesive,cohesive,intransitive,3,4,4,JpegStimuliFullRes/1_cough_throw bones/4/coh_1.jpg,coh_1,JpegStimuliFullRes/1_cough_throw bones/4/coh_2.jpg,coh_2,JpegStimuliFullRes/1_cough_throw bones/4/it_target.jpg,it_target,JpegStimuliFullRes/1_cough_throw bones/4/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_017_img_6921.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d001_set4_tr_ic_list1,8,1,1,001_cough_throw_bones,cough_throw_bones,4,tr_ic,transitive_incohesive,incohesive,transitive,2,4,3,JpegStimuliFullRes/1_cough_throw bones/4/ic_1.jpg,ic_1,JpegStimuliFullRes/1_cough_throw bones/4/tr_target.jpg,tr_target,JpegStimuliFullRes/1_cough_throw bones/4/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_018_img_6853.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\1_cough_throw bones
d002_set1_it_coh_list1,9,1,2,002_stand_weave_basket,stand_weave_basket,1,it_coh,intransitive_cohesive,cohesive,intransitive,3,5,4,JpegStimuliFullRes/2_stand_weave basket/1/coh_1.jpg,coh_1,JpegStimuliFullRes/2_stand_weave basket/1/coh_2.jpg,coh_2,JpegStimuliFullRes/2_stand_weave basket/1/it_target.jpg,it_target,JpegStimuliFullRes/2_stand_weave basket/1/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_019_img_6735.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set1_tr_ic_list1,10,1,2,002_stand_weave_basket,stand_weave_basket,1,tr_ic,transitive_incohesive,incohesive,transitive,2,5,3,JpegStimuliFullRes/2_stand_weave basket/1/ic_1.jpg,ic_1,JpegStimuliFullRes/2_stand_weave basket/1/tr_target.jpg,tr_target,JpegStimuliFullRes/2_stand_weave basket/1/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_020_img_6774.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set2_tr_coh_list1,11,1,2,002_stand_weave_basket,stand_weave_basket,2,tr_coh,transitive_cohesive,cohesive,transitive,1,6,3,JpegStimuliFullRes/2_stand_weave basket/2/coh_1.jpg,coh_1,JpegStimuliFullRes/2_stand_weave basket/2/coh_2.jpg,coh_2,JpegStimuliFullRes/2_stand_weave basket/2/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_021_img_6855.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set2_it_ic_list1,12,1,2,002_stand_weave_basket,stand_weave_basket,2,it_ic,intransitive_incohesive,incohesive,intransitive,4,6,3,JpegStimuliFullRes/2_stand_weave basket/2/ic_1.jpg,ic_1,JpegStimuliFullRes/2_stand_weave basket/2/it_target.jpg,it_target,JpegStimuliFullRes/2_stand_weave basket/2/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_022_img_6741.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set3_tr_coh_list1,13,1,2,002_stand_weave_basket,stand_weave_basket,3,tr_coh,transitive_cohesive,cohesive,transitive,1,7,3,JpegStimuliFullRes/2_stand_weave basket/3/coh_1.jpg,coh_1,JpegStimuliFullRes/2_stand_weave basket/3/coh_2.jpg,coh_2,JpegStimuliFullRes/2_stand_weave basket/3/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_023_img_6730.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set3_it_ic_list1,14,1,2,002_stand_weave_basket,stand_weave_basket,3,it_ic,intransitive_incohesive,incohesive,intransitive,4,7,3,JpegStimuliFullRes/2_stand_weave basket/3/ic_1.jpg,ic_1,JpegStimuliFullRes/2_stand_weave basket/3/it_target.jpg,it_target,JpegStimuliFullRes/2_stand_weave basket/3/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_024_img_7011.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set4_it_coh_list1,15,1,2,002_stand_weave_basket,stand_weave_basket,4,it_coh,intransitive_cohesive,cohesive,intransitive,3,8,4,JpegStimuliFullRes/2_stand_weave basket/4/coh_1.jpg,coh_1,JpegStimuliFullRes/2_stand_weave basket/4/coh_2.jpg,coh_2,JpegStimuliFullRes/2_stand_weave basket/4/it_target.jpg,it_target,JpegStimuliFullRes/2_stand_weave basket/4/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_025_img_7021.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d002_set4_tr_ic_list1,16,1,2,002_stand_weave_basket,stand_weave_basket,4,tr_ic,transitive_incohesive,incohesive,transitive,2,8,3,JpegStimuliFullRes/2_stand_weave basket/4/ic_1.jpg,ic_1,JpegStimuliFullRes/2_stand_weave basket/4/tr_target.jpg,tr_target,JpegStimuliFullRes/2_stand_weave basket/4/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_026_img_6903.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\2_stand_weave basket
d003_set1_it_coh_list1,17,1,3,003_rest_cook_fish,rest_cook_fish,1,it_coh,intransitive_cohesive,cohesive,intransitive,3,9,4,JpegStimuliFullRes/3_rest_cook fish/1/coh_1.jpg,coh_1,JpegStimuliFullRes/3_rest_cook fish/1/coh_2.jpg,coh_2,JpegStimuliFullRes/3_rest_cook fish/1/it_target.jpg,it_target,JpegStimuliFullRes/3_rest_cook fish/1/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_027_img_6829.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set1_tr_ic_list1,18,1,3,003_rest_cook_fish,rest_cook_fish,1,tr_ic,transitive_incohesive,incohesive,transitive,2,9,3,JpegStimuliFullRes/3_rest_cook fish/1/ic_1.jpg,ic_1,JpegStimuliFullRes/3_rest_cook fish/1/tr_target.jpg,tr_target,JpegStimuliFullRes/3_rest_cook fish/1/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_028_img_6974.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set2_tr_coh_list1,19,1,3,003_rest_cook_fish,rest_cook_fish,2,tr_coh,transitive_cohesive,cohesive,transitive,1,10,3,JpegStimuliFullRes/3_rest_cook fish/2/coh_1.jpg,coh_1,JpegStimuliFullRes/3_rest_cook fish/2/coh_2.jpg,coh_2,JpegStimuliFullRes/3_rest_cook fish/2/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_029_img_7129.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set2_it_ic_list1,20,1,3,003_rest_cook_fish,rest_cook_fish,2,it_ic,intransitive_incohesive,incohesive,intransitive,4,10,3,JpegStimuliFullRes/3_rest_cook fish/2/ic_1.jpg,ic_1,JpegStimuliFullRes/3_rest_cook fish/2/it_target.jpg,it_target,JpegStimuliFullRes/3_rest_cook fish/2/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_030_img_6781.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set3_tr_coh_list1,21,1,3,003_rest_cook_fish,rest_cook_fish,3,tr_coh,transitive_cohesive,cohesive,transitive,1,11,3,JpegStimuliFullRes/3_rest_cook fish/3/coh_1.jpg,coh_1,JpegStimuliFullRes/3_rest_cook fish/3/coh_2.jpg,coh_2,JpegStimuliFullRes/3_rest_cook fish/3/tr_target.jpg,tr_target,,,BetweenTrials/nepal_2025_031_img_7006.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set3_it_ic_list1,22,1,3,003_rest_cook_fish,rest_cook_fish,3,it_ic,intransitive_incohesive,incohesive,intransitive,4,11,3,JpegStimuliFullRes/3_rest_cook fish/3/ic_1.jpg,ic_1,JpegStimuliFullRes/3_rest_cook fish/3/it_target.jpg,it_target,JpegStimuliFullRes/3_rest_cook fish/3/end_ic_it.jpg,end_ic_it,,,BetweenTrials/nepal_2025_032_img_7051.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set4_it_coh_list1,23,1,3,003_rest_cook_fish,rest_cook_fish,4,it_coh,intransitive_cohesive,cohesive,intransitive,3,12,4,JpegStimuliFullRes/3_rest_cook fish/4/coh_1.jpg,coh_1,JpegStimuliFullRes/3_rest_cook fish/4/coh_2.jpg,coh_2,JpegStimuliFullRes/3_rest_cook fish/4/it_target.jpg,it_target,JpegStimuliFullRes/3_rest_cook fish/4/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_033_img_6727.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d003_set4_tr_ic_list1,24,1,3,003_rest_cook_fish,rest_cook_fish,4,tr_ic,transitive_incohesive,incohesive,transitive,2,12,3,JpegStimuliFullRes/3_rest_cook fish/4/ic_1.jpg,ic_1,JpegStimuliFullRes/3_rest_cook fish/4/tr_target.jpg,tr_target,JpegStimuliFullRes/3_rest_cook fish/4/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_034_img_6913.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\3_rest_cook fish
d004_set1_it_coh_list1,25,1,4,004_run_drink_tea,run_drink_tea,1,it_coh,intransitive_cohesive,cohesive,intransitive,3,13,4,JpegStimuliFullRes/4_run_drink tea/1/coh_1.jpg,coh_1,JpegStimuliFullRes/4_run_drink tea/1/coh_2.jpg,coh_2,JpegStimuliFullRes/4_run_drink tea/1/it_target.jpg,it_target,JpegStimuliFullRes/4_run_drink tea/1/end_coh_it.jpg,end_coh_it,BetweenTrials/nepal_2025_035_img_6724.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\4_run_drink tea
d004_set1_tr_ic_list1,26,1,4,004_run_drink_tea,run_drink_tea,1,tr_ic,transitive_incohesive,incohesive,transitive,2,13,3,JpegStimuliFullRes/4_run_drink tea/1/ic_1.jpg,ic_1,JpegStimuliFullRes/4_run_drink tea/1/tr_target.jpg,tr_target,JpegStimuliFullRes/4_run_drink tea/1/end_ic_tr.jpg,end_ic_tr,,,BetweenTrials/nepal_2025_036_img_7023.jpg,0,,0,C:\Users\Sofya\Documents\Discourse part\gurung-stimuli\psychopy_gurung_v1\JpegStimuliFullRes\4_run_drink tea
