trial_id,source_trial_id,experiment_list,dataset_number,dataset_slug,dataset_label,stimulus_set,condition_id,condition_name,cohesion,transitivity,condition_trigger,item_trigger,target_image,target_role
isolated_list1_d006_set4_it_coh_list1,d006_set4_it_coh_list1,1,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,24,../psychopy_gurung_v1/JpegStimuliFullRes/6_sleep_pluck tomatoes/4/it_target.jpg,it_target
isolated_list1_d007_set1_it_coh_list1,d007_set1_it_coh_list1,1,7,007_sit_make_fire,sit_make_fire,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,25,../psychopy_gurung_v1/JpegStimuliFullRes/7_sit_make fire/1/it_target.jpg,it_target
isolated_list1_d007_set2_tr_coh_list1,d007_set2_tr_coh_list1,1,7,007_sit_make_fire,sit_make_fire,2,tr_coh,transitive_cohesive,cohesive,transitive,1,26,../psychopy_gurung_v1/JpegStimuliFullRes/7_sit_make fire/2/tr_target.jpg,tr_target
isolated_list1_d007_set3_tr_coh_list1,d007_set3_tr_coh_list1,1,7,007_sit_make_fire,sit_make_fire,3,tr_coh,transitive_cohesive,cohesive,transitive,1,27,../psychopy_gurung_v1/JpegStimuliFullRes/7_sit_make fire/3/tr_target.jpg,tr_target
isolated_list1_d007_set4_it_coh_list1,d007_set4_it_coh_list1,1,7,007_sit_make_fire,sit_make_fire,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,28,../psychopy_gurung_v1/JpegStimuliFullRes/7_sit_make fire/4/it_target.jpg,it_target
isolated_list1_d008_set1_it_coh_list1,d008_set1_it_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,29,../psychopy_gurung_v1/JpegStimuliFullRes/8_smile_weave garland/1/it_target.jpg,it_target
isolated_list1_d008_set2_tr_coh_list1,d008_set2_tr_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,2,tr_coh,transitive_cohesive,cohesive,transitive,1,30,../psychopy_gurung_v1/JpegStimuliFullRes/8_smile_weave garland/2/tr_target.jpg,tr_target
isolated_list1_d008_set3_tr_coh_list1,d008_set3_tr_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,3,tr_coh,transitive_cohesive,cohesive,transitive,1,31,../psychopy_gurung_v1/JpegStimuliFullRes/8_smile_weave garland/3/tr_target.jpg,tr_target
isolated_list1_d008_set4_it_coh_list1,d008_set4_it_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,32,../psychopy_gurung_v1/JpegStimuliFullRes/8_smile_weave garland/4/it_target.jpg,it_target
isolated_list1_d009_set1_it_coh_list1,d009_set1_it_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,33,../psychopy_gurung_v1/JpegStimuliFullRes/9_descend_harvest rice/1/it_target.jpg,it_target
isolated_list1_d009_set2_tr_coh_list1,d009_set2_tr_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,2,tr_coh,transitive_cohesive,cohesive,transitive,1,34,../psychopy_gurung_v1/JpegStimuliFullRes/9_descend_harvest rice/2/tr_target.jpg,tr_target
