trial_id,source_trial_id,experiment_list,dataset_number,dataset_slug,dataset_label,stimulus_set,condition_id,condition_name,cohesion,transitivity,condition_trigger,item_trigger,target_image,target_role
isolated_list1_d005_set1_it_coh_list1,d005_set1_it_coh_list1,1,5,005_rest_build_wall,rest_build_wall,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,17,../discourse part/JpegStimuliFullRes/5_rest_build wall/1/it_target.jpg,it_target
isolated_list1_d005_set2_tr_coh_list1,d005_set2_tr_coh_list1,1,5,005_rest_build_wall,rest_build_wall,2,tr_coh,transitive_cohesive,cohesive,transitive,1,18,../discourse part/JpegStimuliFullRes/5_rest_build wall/2/tr_target.jpg,tr_target
isolated_list1_d005_set3_tr_coh_list1,d005_set3_tr_coh_list1,1,5,005_rest_build_wall,rest_build_wall,3,tr_coh,transitive_cohesive,cohesive,transitive,1,19,../discourse part/JpegStimuliFullRes/5_rest_build wall/3/tr_target.jpg,tr_target
isolated_list1_d005_set4_it_coh_list1,d005_set4_it_coh_list1,1,5,005_rest_build_wall,rest_build_wall,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,20,../discourse part/JpegStimuliFullRes/5_rest_build wall/4/it_target.jpg,it_target
isolated_list1_d006_set1_it_coh_list1,d006_set1_it_coh_list1,1,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,21,../discourse part/JpegStimuliFullRes/6_sleep_pluck tomatoes/1/it_target.jpg,it_target
isolated_list1_d006_set2_tr_coh_list1,d006_set2_tr_coh_list1,1,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,2,tr_coh,transitive_cohesive,cohesive,transitive,1,22,../discourse part/JpegStimuliFullRes/6_sleep_pluck tomatoes/2/tr_target.jpg,tr_target
isolated_list1_d006_set3_tr_coh_list1,d006_set3_tr_coh_list1,1,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,3,tr_coh,transitive_cohesive,cohesive,transitive,1,23,../discourse part/JpegStimuliFullRes/6_sleep_pluck tomatoes/3/tr_target.jpg,tr_target
isolated_list1_d006_set4_it_coh_list1,d006_set4_it_coh_list1,1,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,24,../discourse part/JpegStimuliFullRes/6_sleep_pluck tomatoes/4/it_target.jpg,it_target
isolated_list1_d007_set1_it_coh_list1,d007_set1_it_coh_list1,1,7,007_sit_make_fire,sit_make_fire,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,25,../discourse part/JpegStimuliFullRes/7_sit_make fire/1/it_target.jpg,it_target
isolated_list1_d007_set2_tr_coh_list1,d007_set2_tr_coh_list1,1,7,007_sit_make_fire,sit_make_fire,2,tr_coh,transitive_cohesive,cohesive,transitive,1,26,../discourse part/JpegStimuliFullRes/7_sit_make fire/2/tr_target.jpg,tr_target
isolated_list1_d007_set3_tr_coh_list1,d007_set3_tr_coh_list1,1,7,007_sit_make_fire,sit_make_fire,3,tr_coh,transitive_cohesive,cohesive,transitive,1,27,../discourse part/JpegStimuliFullRes/7_sit_make fire/3/tr_target.jpg,tr_target
isolated_list1_d007_set4_it_coh_list1,d007_set4_it_coh_list1,1,7,007_sit_make_fire,sit_make_fire,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,28,../discourse part/JpegStimuliFullRes/7_sit_make fire/4/it_target.jpg,it_target
isolated_list1_d008_set1_it_coh_list1,d008_set1_it_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,29,../discourse part/JpegStimuliFullRes/8_smile_weave garland/1/it_target.jpg,it_target
isolated_list1_d008_set2_tr_coh_list1,d008_set2_tr_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,2,tr_coh,transitive_cohesive,cohesive,transitive,1,30,../discourse part/JpegStimuliFullRes/8_smile_weave garland/2/tr_target.jpg,tr_target
isolated_list1_d008_set3_tr_coh_list1,d008_set3_tr_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,3,tr_coh,transitive_cohesive,cohesive,transitive,1,31,../discourse part/JpegStimuliFullRes/8_smile_weave garland/3/tr_target.jpg,tr_target
isolated_list1_d008_set4_it_coh_list1,d008_set4_it_coh_list1,1,8,008_smile_weave_garland,smile_weave_garland,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,32,../discourse part/JpegStimuliFullRes/8_smile_weave garland/4/it_target.jpg,it_target
isolated_list1_d009_set1_it_coh_list1,d009_set1_it_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,33,../discourse part/JpegStimuliFullRes/9_descend_harvest rice/1/it_target.jpg,it_target
isolated_list1_d009_set2_tr_coh_list1,d009_set2_tr_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,2,tr_coh,transitive_cohesive,cohesive,transitive,1,34,../discourse part/JpegStimuliFullRes/9_descend_harvest rice/2/tr_target.jpg,tr_target
isolated_list1_d009_set3_tr_coh_list1,d009_set3_tr_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,3,tr_coh,transitive_cohesive,cohesive,transitive,1,35,../discourse part/JpegStimuliFullRes/9_descend_harvest rice/3/tr_target.jpg,tr_target
isolated_list1_d009_set4_it_coh_list1,d009_set4_it_coh_list1,1,9,009_descend_harvest_rice,descend_harvest_rice,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,36,../discourse part/JpegStimuliFullRes/9_descend_harvest rice/4/it_target.jpg,it_target
isolated_list1_d010_set1_it_coh_list1,d010_set1_it_coh_list1,1,10,010_run_cook_pancakes,run_cook_pancakes,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,37,../discourse part/JpegStimuliFullRes/10_run_cook pancakes/1/it_target.jpg,it_target
isolated_list1_d010_set2_tr_coh_list1,d010_set2_tr_coh_list1,1,10,010_run_cook_pancakes,run_cook_pancakes,2,tr_coh,transitive_cohesive,cohesive,transitive,1,38,../discourse part/JpegStimuliFullRes/10_run_cook pancakes/2/tr_target.jpg,tr_target
isolated_list1_d010_set3_tr_coh_list1,d010_set3_tr_coh_list1,1,10,010_run_cook_pancakes,run_cook_pancakes,3,tr_coh,transitive_cohesive,cohesive,transitive,1,39,../discourse part/JpegStimuliFullRes/10_run_cook pancakes/3/tr_target.jpg,tr_target
isolated_list1_d010_set4_it_coh_list1,d010_set4_it_coh_list1,1,10,010_run_cook_pancakes,run_cook_pancakes,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,40,../discourse part/JpegStimuliFullRes/10_run_cook pancakes/4/it_target.jpg,it_target
isolated_list1_d011_set1_it_coh_list1,d011_set1_it_coh_list1,1,11,011_ascend_wipe_plate,ascend_wipe_plate,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,41,../discourse part/JpegStimuliFullRes/11_ascend_wipe plate/1/it_target.jpg,it_target
isolated_list1_d011_set2_tr_coh_list1,d011_set2_tr_coh_list1,1,11,011_ascend_wipe_plate,ascend_wipe_plate,2,tr_coh,transitive_cohesive,cohesive,transitive,1,42,../discourse part/JpegStimuliFullRes/11_ascend_wipe plate/2/tr_target.jpg,tr_target
isolated_list1_d011_set3_tr_coh_list1,d011_set3_tr_coh_list1,1,11,011_ascend_wipe_plate,ascend_wipe_plate,3,tr_coh,transitive_cohesive,cohesive,transitive,1,43,../discourse part/JpegStimuliFullRes/11_ascend_wipe plate/3/tr_target.jpg,tr_target
isolated_list1_d011_set4_it_coh_list1,d011_set4_it_coh_list1,1,11,011_ascend_wipe_plate,ascend_wipe_plate,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,44,../discourse part/JpegStimuliFullRes/11_ascend_wipe plate/4/it_target.jpg,it_target
isolated_list1_d012_set1_it_coh_list1,d012_set1_it_coh_list1,1,12,012_come_eat_rice,come_eat_rice,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,45,../discourse part/JpegStimuliFullRes/12_come_eat rice/1/it_target.jpg,it_target
isolated_list1_d012_set2_tr_coh_list1,d012_set2_tr_coh_list1,1,12,012_come_eat_rice,come_eat_rice,2,tr_coh,transitive_cohesive,cohesive,transitive,1,46,../discourse part/JpegStimuliFullRes/12_come_eat rice/2/tr_target.jpg,tr_target
isolated_list1_d012_set3_tr_coh_list1,d012_set3_tr_coh_list1,1,12,012_come_eat_rice,come_eat_rice,3,tr_coh,transitive_cohesive,cohesive,transitive,1,47,../discourse part/JpegStimuliFullRes/12_come_eat rice/3/tr_target.jpg,tr_target
isolated_list1_d012_set4_it_coh_list1,d012_set4_it_coh_list1,1,12,012_come_eat_rice,come_eat_rice,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,48,../discourse part/JpegStimuliFullRes/12_come_eat rice/4/it_target.jpg,it_target
isolated_list1_d013_set1_it_coh_list1,d013_set1_it_coh_list1,1,13,013_stand_wash_clothes,stand_wash_clothes,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,49,../discourse part/JpegStimuliFullRes/13_stand_wash clothes/1/it_target.jpg,it_target
isolated_list1_d013_set2_tr_coh_list1,d013_set2_tr_coh_list1,1,13,013_stand_wash_clothes,stand_wash_clothes,2,tr_coh,transitive_cohesive,cohesive,transitive,1,50,../discourse part/JpegStimuliFullRes/13_stand_wash clothes/2/tr_target.jpg,tr_target
isolated_list1_d013_set3_tr_coh_list1,d013_set3_tr_coh_list1,1,13,013_stand_wash_clothes,stand_wash_clothes,3,tr_coh,transitive_cohesive,cohesive,transitive,1,51,../discourse part/JpegStimuliFullRes/13_stand_wash clothes/3/tr_target.jpg,tr_target
isolated_list1_d013_set4_it_coh_list1,d013_set4_it_coh_list1,1,13,013_stand_wash_clothes,stand_wash_clothes,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,52,../discourse part/JpegStimuliFullRes/13_stand_wash clothes/4/it_target.jpg,it_target
isolated_list1_d014_set1_it_coh_list1,d014_set1_it_coh_list1,1,14,014_ascend_weave_raincoat,ascend_weave_raincoat,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,53,../discourse part/JpegStimuliFullRes/14_ascend_weave raincoat/1/it_target.jpg,it_target
isolated_list1_d014_set2_tr_coh_list1,d014_set2_tr_coh_list1,1,14,014_ascend_weave_raincoat,ascend_weave_raincoat,2,tr_coh,transitive_cohesive,cohesive,transitive,1,54,../discourse part/JpegStimuliFullRes/14_ascend_weave raincoat/2/tr_target.jpg,tr_target
isolated_list1_d014_set3_tr_coh_list1,d014_set3_tr_coh_list1,1,14,014_ascend_weave_raincoat,ascend_weave_raincoat,3,tr_coh,transitive_cohesive,cohesive,transitive,1,55,../discourse part/JpegStimuliFullRes/14_ascend_weave raincoat/3/tr_target.jpg,tr_target
isolated_list1_d014_set4_it_coh_list1,d014_set4_it_coh_list1,1,14,014_ascend_weave_raincoat,ascend_weave_raincoat,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,56,../discourse part/JpegStimuliFullRes/14_ascend_weave raincoat/4/it_target.jpg,it_target
isolated_list1_d015_set1_it_coh_list1,d015_set1_it_coh_list1,1,15,015_smile_clean_wall,smile_clean_wall,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,57,../discourse part/JpegStimuliFullRes/15_smile_clean wall/1/it_target.jpg,it_target
isolated_list1_d015_set2_tr_coh_list1,d015_set2_tr_coh_list1,1,15,015_smile_clean_wall,smile_clean_wall,2,tr_coh,transitive_cohesive,cohesive,transitive,1,58,../discourse part/JpegStimuliFullRes/15_smile_clean wall/2/tr_target.jpg,tr_target
isolated_list1_d015_set3_tr_coh_list1,d015_set3_tr_coh_list1,1,15,015_smile_clean_wall,smile_clean_wall,3,tr_coh,transitive_cohesive,cohesive,transitive,1,59,../discourse part/JpegStimuliFullRes/15_smile_clean wall/3/tr_target.jpg,tr_target
isolated_list1_d015_set4_it_coh_list1,d015_set4_it_coh_list1,1,15,015_smile_clean_wall,smile_clean_wall,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,60,../discourse part/JpegStimuliFullRes/15_smile_clean wall/4/it_target.jpg,it_target
isolated_list1_d016_set1_it_coh_list1,d016_set1_it_coh_list1,1,16,016_sleep_wash_dish,sleep_wash_dish,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,61,../discourse part/JpegStimuliFullRes/16_sleep_wash dish/1/it_target.jpg,it_target
isolated_list1_d016_set2_tr_coh_list1,d016_set2_tr_coh_list1,1,16,016_sleep_wash_dish,sleep_wash_dish,2,tr_coh,transitive_cohesive,cohesive,transitive,1,62,../discourse part/JpegStimuliFullRes/16_sleep_wash dish/2/tr_target.jpg,tr_target
isolated_list1_d016_set3_tr_coh_list1,d016_set3_tr_coh_list1,1,16,016_sleep_wash_dish,sleep_wash_dish,3,tr_coh,transitive_cohesive,cohesive,transitive,1,63,../discourse part/JpegStimuliFullRes/16_sleep_wash dish/3/tr_target.jpg,tr_target
isolated_list1_d016_set4_it_coh_list1,d016_set4_it_coh_list1,1,16,016_sleep_wash_dish,sleep_wash_dish,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,64,../discourse part/JpegStimuliFullRes/16_sleep_wash dish/4/it_target.jpg,it_target
isolated_list1_d017_set1_it_coh_list1,d017_set1_it_coh_list1,1,17,017_rest_hang_picture,rest_hang_picture,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,65,../discourse part/JpegStimuliFullRes/17_rest_hang picture/1/it_target.jpg,it_target
isolated_list1_d017_set2_tr_coh_list1,d017_set2_tr_coh_list1,1,17,017_rest_hang_picture,rest_hang_picture,2,tr_coh,transitive_cohesive,cohesive,transitive,1,66,../discourse part/JpegStimuliFullRes/17_rest_hang picture/2/tr_target.jpg,tr_target
isolated_list1_d017_set3_tr_coh_list1,d017_set3_tr_coh_list1,1,17,017_rest_hang_picture,rest_hang_picture,3,tr_coh,transitive_cohesive,cohesive,transitive,1,67,../discourse part/JpegStimuliFullRes/17_rest_hang picture/3/tr_target.jpg,tr_target
isolated_list1_d017_set4_it_coh_list1,d017_set4_it_coh_list1,1,17,017_rest_hang_picture,rest_hang_picture,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,68,../discourse part/JpegStimuliFullRes/17_rest_hang picture/4/it_target.jpg,it_target
isolated_list1_d018_set1_it_coh_list1,d018_set1_it_coh_list1,1,18,018_yawn_put_on_cap,yawn_put_on_cap,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,69,../discourse part/JpegStimuliFullRes/18_yawn_put on cap/1/it_target.jpg,it_target
isolated_list1_d018_set2_tr_coh_list1,d018_set2_tr_coh_list1,1,18,018_yawn_put_on_cap,yawn_put_on_cap,2,tr_coh,transitive_cohesive,cohesive,transitive,1,70,../discourse part/JpegStimuliFullRes/18_yawn_put on cap/2/tr_target.jpg,tr_target
isolated_list1_d018_set3_tr_coh_list1,d018_set3_tr_coh_list1,1,18,018_yawn_put_on_cap,yawn_put_on_cap,3,tr_coh,transitive_cohesive,cohesive,transitive,1,71,../discourse part/JpegStimuliFullRes/18_yawn_put on cap/3/tr_target.jpg,tr_target
isolated_list1_d018_set4_it_coh_list1,d018_set4_it_coh_list1,1,18,018_yawn_put_on_cap,yawn_put_on_cap,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,72,../discourse part/JpegStimuliFullRes/18_yawn_put on cap/4/it_target.jpg,it_target
isolated_list1_d019_set1_it_coh_list1,d019_set1_it_coh_list1,1,19,019_sit_crack_egg,sit_crack_egg,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,73,../discourse part/JpegStimuliFullRes/19_sit_crack egg/1/it_target.jpg,it_target
isolated_list1_d019_set2_tr_coh_list1,d019_set2_tr_coh_list1,1,19,019_sit_crack_egg,sit_crack_egg,2,tr_coh,transitive_cohesive,cohesive,transitive,1,74,../discourse part/JpegStimuliFullRes/19_sit_crack egg/2/tr_target.jpg,tr_target
isolated_list1_d019_set3_tr_coh_list1,d019_set3_tr_coh_list1,1,19,019_sit_crack_egg,sit_crack_egg,3,tr_coh,transitive_cohesive,cohesive,transitive,1,75,../discourse part/JpegStimuliFullRes/19_sit_crack egg/3/tr_target.jpg,tr_target
isolated_list1_d019_set4_it_coh_list1,d019_set4_it_coh_list1,1,19,019_sit_crack_egg,sit_crack_egg,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,76,../discourse part/JpegStimuliFullRes/19_sit_crack egg/4/it_target.jpg,it_target
isolated_list1_d020_set1_it_coh_list1,d020_set1_it_coh_list1,1,20,020_come_plant_sapling,come_plant_sapling,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,77,../discourse part/JpegStimuliFullRes/20_come_plant sapling/1/it_target.jpg,it_target
isolated_list1_d020_set2_tr_coh_list1,d020_set2_tr_coh_list1,1,20,020_come_plant_sapling,come_plant_sapling,2,tr_coh,transitive_cohesive,cohesive,transitive,1,78,../discourse part/JpegStimuliFullRes/20_come_plant sapling/2/tr_target.jpg,tr_target
isolated_list1_d020_set3_tr_coh_list1,d020_set3_tr_coh_list1,1,20,020_come_plant_sapling,come_plant_sapling,3,tr_coh,transitive_cohesive,cohesive,transitive,1,79,../discourse part/JpegStimuliFullRes/20_come_plant sapling/3/tr_target.jpg,tr_target
isolated_list1_d020_set4_it_coh_list1,d020_set4_it_coh_list1,1,20,020_come_plant_sapling,come_plant_sapling,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,80,../discourse part/JpegStimuliFullRes/20_come_plant sapling/4/it_target.jpg,it_target
isolated_list1_d021_set1_it_coh_list1,d021_set1_it_coh_list1,1,21,021_cough_burn_bottles,cough_burn_bottles,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,81,../discourse part/JpegStimuliFullRes/21_cough_burn bottles/1/it_target.jpg,it_target
isolated_list1_d021_set2_tr_coh_list1,d021_set2_tr_coh_list1,1,21,021_cough_burn_bottles,cough_burn_bottles,2,tr_coh,transitive_cohesive,cohesive,transitive,1,82,../discourse part/JpegStimuliFullRes/21_cough_burn bottles/2/tr_target.jpg,tr_target
isolated_list1_d021_set3_tr_coh_list1,d021_set3_tr_coh_list1,1,21,021_cough_burn_bottles,cough_burn_bottles,3,tr_coh,transitive_cohesive,cohesive,transitive,1,83,../discourse part/JpegStimuliFullRes/21_cough_burn bottles/3/tr_target.jpg,tr_target
isolated_list1_d021_set4_it_coh_list1,d021_set4_it_coh_list1,1,21,021_cough_burn_bottles,cough_burn_bottles,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,84,../discourse part/JpegStimuliFullRes/21_cough_burn bottles/4/it_target.jpg,it_target
isolated_list1_d022_set1_it_coh_list1,d022_set1_it_coh_list1,1,22,022_come_push_chest,come_push_chest,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,85,../discourse part/JpegStimuliFullRes/22_come_push chest/1/it_target.jpg,it_target
isolated_list1_d022_set2_tr_coh_list1,d022_set2_tr_coh_list1,1,22,022_come_push_chest,come_push_chest,2,tr_coh,transitive_cohesive,cohesive,transitive,1,86,../discourse part/JpegStimuliFullRes/22_come_push chest/2/tr_target.jpg,tr_target
isolated_list1_d022_set3_tr_coh_list1,d022_set3_tr_coh_list1,1,22,022_come_push_chest,come_push_chest,3,tr_coh,transitive_cohesive,cohesive,transitive,1,87,../discourse part/JpegStimuliFullRes/22_come_push chest/3/tr_target.jpg,tr_target
isolated_list1_d022_set4_it_coh_list1,d022_set4_it_coh_list1,1,22,022_come_push_chest,come_push_chest,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,88,../discourse part/JpegStimuliFullRes/22_come_push chest/4/it_target.jpg,it_target
isolated_list1_d023_set1_it_coh_list1,d023_set1_it_coh_list1,1,23,023_stand_tear_paper,stand_tear_paper,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,89,../discourse part/JpegStimuliFullRes/23_stand_tear paper/1/it_target.jpg,it_target
isolated_list1_d023_set2_tr_coh_list1,d023_set2_tr_coh_list1,1,23,023_stand_tear_paper,stand_tear_paper,2,tr_coh,transitive_cohesive,cohesive,transitive,1,90,../discourse part/JpegStimuliFullRes/23_stand_tear paper/2/tr_target.jpg,tr_target
isolated_list1_d023_set3_tr_coh_list1,d023_set3_tr_coh_list1,1,23,023_stand_tear_paper,stand_tear_paper,3,tr_coh,transitive_cohesive,cohesive,transitive,1,91,../discourse part/JpegStimuliFullRes/23_stand_tear paper/3/tr_target.jpg,tr_target
isolated_list1_d023_set4_it_coh_list1,d023_set4_it_coh_list1,1,23,023_stand_tear_paper,stand_tear_paper,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,92,../discourse part/JpegStimuliFullRes/23_stand_tear paper/4/it_target.jpg,it_target
isolated_list1_d024_set1_it_coh_list1,d024_set1_it_coh_list1,1,24,024_descend_paint_bench,descend_paint_bench,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,93,../discourse part/JpegStimuliFullRes/24_descend_paint bench/1/it_target.jpg,it_target
isolated_list1_d024_set2_tr_coh_list1,d024_set2_tr_coh_list1,1,24,024_descend_paint_bench,descend_paint_bench,2,tr_coh,transitive_cohesive,cohesive,transitive,1,94,../discourse part/JpegStimuliFullRes/24_descend_paint bench/2/tr_target.jpg,tr_target
isolated_list1_d024_set3_tr_coh_list1,d024_set3_tr_coh_list1,1,24,024_descend_paint_bench,descend_paint_bench,3,tr_coh,transitive_cohesive,cohesive,transitive,1,95,../discourse part/JpegStimuliFullRes/24_descend_paint bench/3/tr_target.jpg,tr_target
isolated_list1_d024_set4_it_coh_list1,d024_set4_it_coh_list1,1,24,024_descend_paint_bench,descend_paint_bench,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,96,../discourse part/JpegStimuliFullRes/24_descend_paint bench/4/it_target.jpg,it_target
isolated_list1_d025_set1_it_coh_list1,d025_set1_it_coh_list1,1,25,025_yawn_lock_door,yawn_lock_door,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,97,../discourse part/JpegStimuliFullRes/25_yawn_lock door/1/it_target.jpg,it_target
isolated_list1_d025_set2_tr_coh_list1,d025_set2_tr_coh_list1,1,25,025_yawn_lock_door,yawn_lock_door,2,tr_coh,transitive_cohesive,cohesive,transitive,1,98,../discourse part/JpegStimuliFullRes/25_yawn_lock door/2/tr_target.jpg,tr_target
isolated_list1_d025_set3_tr_coh_list1,d025_set3_tr_coh_list1,1,25,025_yawn_lock_door,yawn_lock_door,3,tr_coh,transitive_cohesive,cohesive,transitive,1,99,../discourse part/JpegStimuliFullRes/25_yawn_lock door/3/tr_target.jpg,tr_target
isolated_list1_d025_set4_it_coh_list1,d025_set4_it_coh_list1,1,25,025_yawn_lock_door,yawn_lock_door,4,it_coh,intransitive_cohesive,cohesive,intransitive,2,100,../discourse part/JpegStimuliFullRes/25_yawn_lock door/4/it_target.jpg,it_target
isolated_list1_d026_set1_it_coh_list1,d026_set1_it_coh_list1,1,26,026_sleep_drag_log,sleep_drag_log,1,it_coh,intransitive_cohesive,cohesive,intransitive,2,101,../discourse part/JpegStimuliFullRes/26_sleep_drag log/1/it_target.jpg,it_target
isolated_list1_d026_set2_tr_coh_list1,d026_set2_tr_coh_list1,1,26,026_sleep_drag_log,sleep_drag_log,2,tr_coh,transitive_cohesive,cohesive,transitive,1,102,../discourse part/JpegStimuliFullRes/26_sleep_drag log/2/tr_target.jpg,tr_target
